Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Book value,Price to book value,Piotroski score,Industry PE,PE Variance,Promoter holding,Change in promoter holding 3Years,FII holding,DII holding,Contingent liabilities,Pledged percentage,EVEBITDA,Enterprise Value,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,Return over 3months,Return over 6months,Return over 1year,Return over 3years
Jindal Hotels,507981,,Hotels,21.80,14.50,,31.23,0.70,6.00,64.54,,69.43,8.01,0.00,0.00,2.09,0.00,67.29,61.91,23.52,24.31,23.59,24.34,-14.00,3.81,45.82,-33.76
Jindal Leasefin,539947,,Finance & Investments,18.00,5.42,23.57,24.69,0.73,5.00,17.34,1.36,74.99,0.00,0.00,0.00,0.00,0.00,12.25,5.39,16.28,14.45,16.21,14.41,3.57,76.99,40.19,-2.30
Jindal Photo,532624,JINDALPHOT,Photographic And Allied Products,53.85,55.25,,21.50,2.50,5.00,5.70,,72.72,0.00,0.00,0.02,0.00,0.00,-435.16,108.79,55.46,34.73,55.53,34.54,72.32,343.21,319.07,0.34
Jindal Poly Film,500227,JINDALPOLY,Packaging,827.25,3622.23,5.08,509.53,1.62,6.00,11.33,0.45,74.55,0.00,1.63,0.01,68.10,0.00,3.56,4200.51,712.44,542.97,707.75,540.12,73.68,71.26,242.48,46.93
Jindal Poly Inve,536773,JPOLYINVST,Finance & Investments,33.80,35.52,,-191.92,,3.00,17.34,,74.63,0.00,0.00,1.67,0.34,0.00,-17.68,520.55,26.05,18.66,25.74,18.51,12.11,164.06,271.43,-13.79
Jindal Saw,500378,JINDALSAW,Steel - Large,92.40,2954.53,17.64,211.00,0.44,7.00,26.92,0.66,63.02,9.43,9.54,1.17,3003.89,0.00,5.80,7848.39,78.22,72.66,77.65,72.46,22.06,50.00,81.00,-6.56
Jindal Stain.,532508,JSL,Steel - Large,98.15,4782.21,57.47,56.28,1.74,4.00,26.92,2.13,68.12,1.60,13.21,7.32,3688.95,86.64,6.95,7825.64,78.32,65.75,77.51,65.43,28.38,63.31,244.39,4.67
Jindal Stain. Hi,539597,JSLHISAR,Steel - Large,180.90,4268.06,9.84,99.55,1.82,7.00,26.92,0.37,57.66,0.00,20.69,4.02,5208.43,87.70,5.94,6341.63,142.16,118.35,140.58,117.72,43.12,68.44,310.67,0.65
Jindal Steel,532286,JINDALSTEL,Steel - Sponge Iron,479.90,48950.57,20.75,264.13,1.82,4.00,12.98,1.60,60.46,1.80,10.99,16.49,7801.89,41.65,6.00,72328.26,385.45,286.38,381.60,284.43,60.39,128.52,438.61,22.38
Jindal Worldwide,531543,JINDWORLD,Textiles - Products,51.55,1033.68,36.68,18.81,2.74,7.00,19.87,1.85,61.15,0.00,0.00,0.00,233.11,7.63,10.46,1381.96,49.74,51.31,49.66,51.31,-17.98,4.35,91.99,-23.72
JITF Infra Logis,540311,JITFINFRA,Miscellaneous,9.75,25.06,,-215.95,,4.00,30.92,,63.02,9.43,5.11,0.48,1396.80,0.00,26.38,2112.01,8.64,8.36,8.59,8.34,17.47,42.34,126.74,-34.38
Jiya Eco-Product,539225,JIYAECO,Miscellaneous,4.80,14.44,,24.76,0.19,4.00,26.63,,37.02,-26.88,0.02,0.00,0.86,0.00,-3.50,53.86,5.52,8.66,5.55,8.70,-28.36,-39.62,-48.39,-58.54
JK Agri Genetics,536493,,Miscellaneous,689.65,319.79,32.20,291.91,2.36,7.00,26.63,1.21,73.11,7.71,0.00,0.01,20.71,0.00,13.06,311.48,601.26,604.22,597.66,603.37,7.66,14.51,72.41,-22.25
JK Lakshmi Cem.,500380,JKLAKSHMI,Cement - North India,418.45,4923.90,14.00,155.16,2.70,8.00,18.35,0.76,46.21,0.27,10.58,26.31,192.62,0.00,6.78,6264.16,401.98,349.64,401.31,348.95,19.52,44.37,116.37,1.42
JK Paper,532162,JKPAPER,Paper,142.65,2416.52,12.28,136.79,1.04,7.00,18.33,0.67,51.44,2.27,4.47,0.78,28.61,0.00,7.40,4552.50,140.15,123.07,140.04,122.88,6.85,57.89,48.75,-1.54
JK Tyre & Indust,530007,JKTYRE,Tyres,118.05,2906.76,22.26,90.74,1.30,6.00,21.30,1.05,56.23,3.75,3.32,1.44,137.57,0.00,6.47,7068.21,114.38,94.96,114.23,94.73,-10.40,64.19,118.61,-7.37
JLA Infraville,538765,,Trading,6.03,3.91,195.50,10.02,0.60,4.00,212.60,0.92,0.22,-25.73,0.00,0.00,0.01,0.00,32.83,3.94,18.11,17.34,18.61,17.45,-65.93,-78.15,-61.10,11.93
JM Financial,523405,JMFINANCIL,Finance & Investments,81.10,7726.58,13.09,73.47,1.10,5.00,17.34,0.75,54.79,-7.33,23.51,10.07,134.72,0.00,8.13,18020.14,84.61,84.09,84.76,84.12,-4.53,6.71,26.82,-16.34
JMC Projects,522263,JMCPROJECT,Construction,93.90,1576.63,,26.83,3.50,5.00,14.45,,67.75,0.56,0.24,16.47,661.31,0.00,9.60,3079.93,79.63,69.67,79.04,69.42,23.96,99.15,150.40,-10.66
JMD Ventures,511092,,Trading,4.30,6.20,,23.11,0.19,6.00,41.36,,21.21,0.00,0.00,0.00,0.00,81.70,-107.80,5.39,5.62,12.16,5.67,12.24,-3.59,-3.59,-3.59,-42.01
JMT Auto,513691,JMTAUTOLTD,Auto Ancillaries,2.50,125.96,,2.01,1.25,3.00,35.33,,66.77,-4.96,3.84,0.00,5.41,100.00,-14.53,262.91,2.57,2.72,2.57,2.73,-16.67,6.38,28.21,-14.50
Jocil,,JOCIL,Chemicals,176.10,156.38,14.15,210.79,0.84,7.00,25.38,0.56,55.02,0.00,,,1.34,0.00,6.53,154.53,162.06,161.56,161.48,161.41,-1.23,5.73,1.15,5.35
John Cockerill,500147,,Engineering,849.85,419.83,,372.13,2.28,4.00,20.39,,75.00,0.00,0.00,1.84,188.77,0.00,-41.42,364.47,823.70,773.25,822.63,772.48,2.32,6.58,73.21,-3.05
Johnson Con. Hit,523398,JCHAC,Air-conditioners,2289.80,6225.97,,237.68,9.63,6.00,40.54,,74.25,0.00,0.94,14.99,35.48,0.00,87.79,6387.89,2484.63,2400.52,2492.58,2401.64,-10.54,6.76,1.28,-5.40
Joindre Capital,531861,,Finance & Investments,18.25,25.26,9.91,44.57,0.41,4.00,17.34,0.57,63.71,0.00,0.00,0.00,10.27,0.00,-14.04,-57.44,17.36,16.97,17.32,16.96,10.94,13.35,64.71,-11.91
Jonjua Overseas,542446,,Computers - Software - Medium / Small,59.90,30.19,150.95,17.40,3.44,6.00,27.79,5.43,61.15,,0.00,0.00,0.00,0.00,51.63,29.43,63.29,40.17,63.43,39.98,-12.94,43.30,70.51,
Joonktolle Tea,538092,,Tea,119.10,49.31,,282.94,0.42,3.00,13.21,,74.99,0.00,0.00,5.68,8.18,0.00,26.74,129.95,111.50,108.77,111.19,108.67,10.33,18.98,57.12,-10.83
Josts Engg. Co.,505750,,Engineering,765.50,71.41,19.20,308.50,2.48,7.00,20.39,0.94,49.48,0.00,0.00,0.06,28.38,0.00,7.86,75.10,595.12,587.96,588.16,586.17,7.68,53.90,34.30,-13.60
JP Associates,532532,JPASSOCIAT,Construction,6.95,1698.75,0.85,5.72,1.21,6.00,14.45,0.06,38.47,-0.60,0.96,1.76,6414.82,20.14,105.55,18305.63,7.24,5.85,7.25,5.83,2.96,75.95,396.43,-29.40
JP Power Ven.,532627,JPPOWER,Power Generation And Supply,3.00,2056.04,,14.69,0.20,5.00,18.60,,26.01,-5.16,0.63,34.68,645.32,87.30,5.87,7316.62,2.98,2.67,2.98,2.66,9.09,20.00,300.00,-9.52
JPT Securities,530985,,Finance & Investments,6.19,1.86,,14.87,0.42,4.00,17.34,,60.09,0.00,0.00,0.00,0.00,0.00,-21.10,2.11,7.44,9.45,7.49,9.48,-28.11,-28.27,-42.20,-17.32
JSG Leasing,542866,,Finance & Investments,35.70,10.71,,,,1.00,17.34,,29.13,,0.00,0.00,0.00,0.00,-208.43,14.59,21.00,17.31,20.40,17.12,79.40,79.40,79.40,
JSL Industries,504080,,Electric Equipment,111.20,13.05,5.22,215.69,0.52,4.00,25.64,0.20,40.76,0.00,0.00,12.55,8.62,0.00,2.92,15.92,106.25,108.07,106.05,108.04,46.32,48.27,41.57,-7.12
JSW Energy,533148,JSWENERGY,Power Generation And Supply,116.80,19187.75,24.07,79.36,1.47,7.00,18.60,1.29,74.69,-0.30,5.55,7.17,648.62,25.35,8.56,26607.33,94.60,74.74,93.69,74.32,64.97,97.97,186.63,18.55
JSW Holdings,532642,JSWHL,Finance & Investments,4371.40,4852.25,74.50,7174.79,0.61,7.00,17.34,4.30,61.42,-0.12,26.64,0.06,4.86,6.48,57.11,4843.92,3860.93,3286.26,3840.10,3275.35,16.39,61.76,176.40,30.68
JSW Ispat Speci.,513446,JSWISPL,Steel - Sponge Iron,58.40,2742.16,214.90,27.02,2.16,5.00,12.98,16.56,74.35,49.08,0.00,13.40,159.13,24.36,25.43,5206.19,35.32,26.05,34.37,25.73,113.14,228.09,416.81,56.55
JSW Steel,500228,JSWSTEEL,Steel - Large,756.95,182971.50,46.39,155.59,4.87,4.00,26.92,1.72,44.08,2.14,12.69,7.11,7527.00,17.67,14.83,225209.50,565.87,407.48,558.07,403.97,88.20,127.24,348.83,33.00
JTEKT India,520057,JTEKTINDIA,Auto Ancillaries,82.10,2007.18,,22.79,3.60,6.00,35.33,,75.00,-1.77,4.07,3.89,70.54,0.00,23.43,2038.77,84.92,82.25,85.03,82.25,-6.86,6.69,66.53,-9.47
JTL Infra,534600,,Steel - Medium / Small,514.85,546.12,27.22,57.72,8.92,6.00,16.37,1.66,67.84,-1.44,0.00,0.00,3.01,0.00,16.08,601.27,443.85,275.42,440.95,273.01,116.01,314.70,543.56,44.53
Jubilant Food.,533155,JUBLFOOD,Food - Processing - MNC,2740.55,36166.78,226.94,85.16,32.18,6.00,226.94,1.00,41.94,-3.15,40.87,11.36,55.08,2.17,48.06,37039.90,2855.60,2544.58,2860.29,2542.61,-0.35,17.34,74.92,28.97
Jubilant Inds.,533320,JUBLINDS,Breweries & Distilleries,325.40,489.11,30.32,69.76,4.66,6.00,12.38,2.45,74.96,6.51,0.00,0.02,80.76,0.00,13.23,609.97,246.72,199.07,243.51,197.80,40.23,107.59,258.17,23.72
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,836.00,13317.48,15.09,375.33,2.23,7.00,19.45,0.78,50.68,-1.13,25.69,1.28,702.35,0.00,8.58,16143.84,772.41,711.11,769.81,709.85,-8.72,36.18,141.70,3.66
Jullundur Motor,532420,JMA,Auto Ancillaries,45.70,104.38,6.04,76.75,0.60,4.00,35.33,0.17,38.85,0.42,,,9.75,0.00,3.31,83.96,37.14,32.01,36.79,31.87,31.13,58.96,153.89,-1.29
Jumbo Bag,516078,,Packaging,8.57,7.17,,33.38,0.26,7.00,11.33,,43.50,0.01,0.00,0.00,15.26,40.00,13.89,37.64,8.67,9.06,8.68,9.07,-1.72,8.07,-3.92,-11.47
Jump Networks,531337,JUMPNET,Entertainment / Electronic Media Software,6.35,63.47,4.25,3.06,2.07,5.00,19.94,0.21,1.84,0.00,0.72,0.04,0.00,0.00,1.96,142.43,10.12,28.66,10.27,28.88,-45.49,-77.91,-86.84,-36.24
Jupiter Inds.,507987,,Finance & Investments,3.32,0.33,,-18.50,,1.00,17.34,,62.35,0.00,0.00,0.10,0.00,0.00,-15.00,0.90,3.08,2.43,3.07,2.42,-18.23,-18.23,-18.23,-8.05
Jupiter Info.,534623,,Miscellaneous,26.10,26.15,67.05,10.21,2.56,6.00,26.63,2.52,73.15,2.67,0.00,0.00,0.00,0.00,32.20,26.08,27.89,31.25,27.96,31.30,-14.00,-8.10,1.36,-28.36
Just Dial,535648,JUSTDIAL,Miscellaneous,808.90,5004.82,19.50,188.17,4.30,6.00,62.10,0.31,35.55,1.56,32.26,15.28,2.43,0.96,13.74,5038.91,834.51,672.90,835.56,671.53,31.55,32.54,136.38,21.65
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,147.05,5399.80,27.14,36.57,4.02,5.00,37.88,0.72,62.89,-3.97,12.45,16.88,104.83,0.00,17.96,5445.87,145.54,143.58,145.48,143.54,-5.49,8.93,38.27,-7.49
Jyoti,504076,,Electric Equipment,11.00,25.40,1270.00,-134.66,,4.00,25.64,49.53,24.21,-8.45,0.00,1.33,73.08,97.42,79.85,533.42,11.25,10.43,11.26,10.42,12.24,21.41,173.63,-42.19
Jyoti Resins,514448,,Chemicals,665.25,266.10,24.26,96.10,6.92,8.00,25.38,0.96,48.98,8.12,0.00,0.00,0.00,0.00,17.72,264.10,535.27,383.79,529.96,380.96,56.82,161.09,483.55,104.23
Jyoti Structures,513250,JYOTISTRUC,Transmisson Line Towers / Equipment,4.80,52.57,,-883.70,,2.00,16.38,,18.16,-0.01,0.00,0.15,1935.47,84.58,-5.42,4553.84,5.35,4.20,5.38,4.19,-26.72,28.00,269.23,-3.25
K C P,590066,KCP,Cement - South India,104.70,1349.80,11.26,69.21,1.51,7.00,17.88,0.63,43.72,-0.60,0.31,0.95,112.50,0.00,4.36,1424.58,89.79,75.03,89.18,74.73,32.70,51.63,171.95,-6.66
K E C Intl.,532714,KEC,Transmisson Line Towers / Equipment,377.75,9711.51,17.62,118.11,3.20,4.00,16.38,1.08,51.82,0.83,10.75,25.57,952.56,0.00,10.32,12155.55,410.78,369.81,412.13,369.73,-7.53,12.26,91.31,-1.98
K G Denim,500239,,Textiles - Cotton/Blended,34.80,89.22,,28.77,1.21,3.00,13.05,,58.63,0.03,0.00,0.01,18.93,0.00,9.84,259.19,29.17,26.59,28.94,26.51,14.66,78.92,90.16,-10.35
K K Fincorp,503669,,Finance & Investments,6.00,3.36,15.27,19.57,0.31,3.00,17.34,0.88,24.13,0.00,0.00,0.00,0.00,0.00,13.92,3.34,8.33,7.62,8.43,7.63,-40.65,-7.26,-5.81,-19.47
K P I Global Inf,542323,,Power Generation And Supply,57.60,104.07,16.06,54.24,1.06,5.00,16.06,1.00,52.69,,0.00,0.00,0.00,68.00,8.52,232.67,53.96,52.53,53.81,52.48,-1.29,5.69,113.73,
K P R Mill Ltd,532889,KPRMILL,Textiles - Products,1434.10,9868.04,19.15,341.54,4.20,8.00,20.19,0.95,74.72,-0.18,2.15,15.34,60.92,0.00,11.98,10400.89,1167.36,893.59,1156.47,888.16,55.64,83.84,235.15,28.95
K Z Leasing,511728,,Finance & Investments,9.77,2.97,10.24,37.39,0.26,5.00,17.34,0.59,27.00,2.93,0.00,0.00,0.00,0.00,8.99,6.65,9.22,9.40,9.19,9.40,-0.41,24.62,46.04,-3.35
K-Lifestyle,514221,,Textiles - Products,0.19,19.43,,-2.98,,4.00,19.87,,53.39,0.00,0.00,3.46,0.00,0.00,822.38,345.40,0.19,0.19,0.19,0.19,0.00,0.00,0.00,-1.70
K.P. Energy,539686,,Power Generation And Supply,57.55,63.97,,57.01,1.01,4.00,18.60,,68.78,-0.66,0.00,0.00,0.00,0.00,11.77,91.90,58.61,70.51,58.65,70.64,-2.29,-10.84,-33.85,-40.06
K&R Rail Engine.,514360,,Construction,14.00,22.09,7.97,28.99,0.48,5.00,14.45,0.55,74.88,0.00,0.00,0.00,11.28,0.00,0.03,0.22,14.10,15.29,14.10,15.30,-5.60,34.87,-57.38,15.87
Kabra Drugs,524322,,Pharmaceuticals - Indian - Formulations,4.00,1.76,,-0.16,,4.00,28.21,,0.00,-23.88,0.00,0.00,0.00,0.00,-120.00,2.40,3.78,3.02,3.77,3.01,-7.83,12.68,2.30,8.29
Kabra Extrusion,524109,KABRAEXTRU,Engineering,162.85,519.49,42.27,79.46,2.05,4.00,20.39,2.07,58.56,1.87,0.80,0.01,4.42,0.00,18.25,533.52,159.58,115.59,159.45,115.12,42.66,107.72,258.70,12.33
Kabsons Industri,524675,,Trading,9.74,17.01,23.62,3.64,2.68,7.00,41.36,0.57,68.03,0.00,0.00,3.17,0.61,0.00,13.57,15.06,7.52,5.44,7.43,5.40,45.16,276.06,173.60,24.89
Kachchh Minerals,531778,,Mining / Minerals / Metals,5.00,2.65,,2.08,2.41,6.00,24.78,,45.19,1.36,0.00,0.00,0.00,0.00,144.50,2.89,6.04,4.89,6.09,4.89,-30.75,-43.88,309.84,22.80
Kaira Can,504840,,Packaging,1195.50,109.99,21.11,706.86,1.69,7.00,11.33,1.86,45.92,0.01,0.00,0.00,23.89,23.30,7.72,93.08,1137.92,1068.79,1135.57,1067.52,-2.30,16.63,72.51,1.30
Kaiser Corporat.,531780,,Printing & Stationery,0.36,1.89,,0.77,0.47,3.00,57.09,,59.52,0.00,0.00,0.00,5.15,0.00,10.89,9.15,0.80,2.05,0.82,2.07,-33.33,-72.73,-72.73,-41.52
Kajaria Ceramics,500233,KAJARIACER,Ceramics - Tiles / Sanitaryware,903.85,14378.54,62.37,111.67,8.09,3.00,56.80,1.10,47.54,-0.04,25.25,14.46,10.45,0.00,32.54,14057.08,907.55,743.19,907.70,741.57,0.49,52.36,164.83,19.47
Kakatiya Cement,500234,KAKATCEM,Cement - South India,240.45,186.83,41.80,287.67,0.84,7.00,17.88,2.34,54.26,1.11,0.00,0.00,0.00,0.00,3.17,47.80,188.03,173.18,185.89,172.50,44.76,53.69,102.57,-6.30
Kakatiya Textile,521054,,Textiles - Cotton/Blended,0.57,0.33,,-29.52,,3.00,13.05,,50.72,0.00,0.00,0.02,0.00,0.00,-36.07,21.28,0.98,2.84,1.00,2.86,-35.96,-43.00,-82.46,-38.91
Kallam Textiles,530201,,Textiles - Cotton/Blended,9.43,40.38,,45.00,0.21,3.00,13.05,,52.83,4.96,0.00,0.15,1.14,0.00,31.47,312.84,9.91,9.50,9.93,9.50,-26.10,16.85,132.84,-30.92
Kalpataru Power,522287,KALPATPOWR,Transmisson Line Towers / Equipment,377.90,5627.28,15.14,233.30,1.62,5.00,16.38,0.92,56.49,-2.83,6.33,27.25,816.27,50.80,5.68,7947.28,367.08,330.89,366.64,330.42,3.80,46.50,88.24,-8.37
Kalyan Jewellers,543278,KALYANKJIL,Diamond Cutting / Jewellery,58.80,6056.71,42.35,20.98,2.80,5.00,22.12,1.91,60.53,,4.80,1.67,1553.53,0.00,10.18,8946.88,68.07,72.92,68.45,73.06,,,,
Kalyani Forge,513509,KALYANIFRG,Castings & Forgings,190.80,69.45,,268.75,0.71,5.00,38.75,,58.61,0.00,0.00,0.00,11.18,0.00,12.79,89.94,182.33,163.91,181.98,163.64,31.59,40.86,72.83,-13.91
Kalyani Invest.,533302,KICL,Finance & Investments,1622.90,709.21,35.48,7591.62,0.21,7.00,17.34,2.05,73.60,0.00,3.32,0.31,0.00,0.00,31.16,657.14,1531.95,1463.10,1528.23,1461.49,4.41,26.94,60.58,-14.03
Kalyani Steels,500235,KSL,Steel - Medium / Small,388.90,1697.94,12.36,233.23,1.67,8.00,16.37,0.76,64.71,0.00,2.39,7.23,59.55,0.00,5.67,1342.88,335.74,276.78,333.57,275.65,36.34,76.29,178.08,8.71
Kama Holdings,532468,,Finance & Investments,7053.15,4549.28,8.96,4813.94,1.47,6.00,17.34,0.52,75.00,0.00,0.02,0.01,63.73,0.00,4.50,8549.65,6149.35,5572.46,6112.46,5557.58,17.55,35.24,54.17,11.55
Kamadgiri Fash.,514322,,Textiles - Processing,27.70,16.26,,55.68,0.50,3.00,16.32,,30.91,0.00,0.00,0.00,10.65,0.00,24.95,77.36,28.55,34.65,28.58,34.72,-14.64,-6.10,-27.11,-39.24
Kamanwala Housin,511131,,Construction,4.98,7.02,,56.85,0.09,6.00,14.45,,42.32,-0.48,0.00,0.00,0.00,8.26,61.92,8.05,4.72,5.15,4.71,5.15,-9.62,-0.40,42.29,-26.22
Kamat Hotels,526668,KAMATHOTEL,Hotels,30.45,71.80,,-61.21,,6.00,64.54,,60.90,0.00,0.00,0.00,590.48,92.42,12.42,241.73,31.30,32.56,31.34,32.58,-16.23,-5.29,58.59,-33.47
Kamdhenu,532741,KAMDHENU,Steel - Medium / Small,154.45,416.02,30.73,68.19,2.27,1.00,16.37,1.88,64.29,-5.33,0.00,0.83,3.91,0.00,12.62,525.15,143.00,114.10,142.54,113.70,25.98,112.74,217.15,-14.46
Kanani Industrie,506184,KANANIIND,Diamond Cutting / Jewellery,4.20,41.55,29.47,5.68,0.74,6.00,22.12,1.33,74.83,0.00,0.00,0.00,0.00,0.00,24.54,66.76,4.30,4.02,4.30,4.02,3.70,40.00,86.67,-19.33
Kanchi Karpooram,538896,,Chemicals,1182.65,513.73,9.78,273.12,4.33,6.00,25.38,0.39,46.90,5.23,0.10,0.06,0.00,0.00,6.36,459.14,854.85,592.91,841.47,586.98,116.31,206.39,487.51,58.97
Kanco Tea,541005,,Tea,44.40,22.75,1.47,146.25,0.30,4.00,13.21,0.11,70.35,0.00,0.00,0.31,1.49,0.00,2.48,51.67,45.86,43.63,45.92,43.62,-4.31,56.06,68.50,-17.82
Kandagiri Spinng,521242,,Textiles - Cotton/Blended,7.85,3.02,,-15.98,,1.00,13.05,,64.93,-0.34,0.00,0.00,12.70,0.00,-15.56,15.87,8.31,15.03,8.33,15.10,-7.65,-8.40,-5.99,-35.05
Kanel Indust.,500236,,Solvent Extraction,2.17,3.99,,-3.70,,2.00,23.44,,21.44,0.00,0.00,0.00,5.54,0.00,-92.13,7.37,1.31,1.05,1.28,1.04,99.08,648.28,804.17,-15.60
Kanishk Steel,513456,,Steel - Medium / Small,12.85,36.55,10.24,19.16,0.67,6.00,16.37,0.63,70.61,0.08,0.00,0.00,17.15,12.32,6.91,38.78,10.51,9.47,10.41,9.43,21.57,137.96,41.21,2.45
Kanoria Chem.,506525,KANORICHEM,Chlor Alkali / Soda Ash,123.30,538.82,,123.89,1.00,4.00,23.82,,74.43,0.00,0.04,0.07,17.97,0.00,11.87,992.07,103.40,69.01,102.59,68.47,105.67,221.93,328.87,17.94
Kanpur Plastipa.,507779,KANPRPLA,Packaging,156.05,223.35,11.74,97.00,1.61,6.00,11.33,1.04,72.31,0.75,0.00,0.00,12.51,0.00,7.07,323.82,142.39,118.64,141.80,118.25,26.10,29.99,196.39,1.17
Kansai Nerolac,500165,KANSAINER,Paints / Varnishes,591.25,31863.63,60.15,75.20,7.86,6.00,84.78,0.71,74.99,0.00,3.73,12.86,76.08,0.00,35.50,32001.85,571.81,542.14,571.02,541.64,1.01,12.22,64.42,4.73
Kansal Fibres,531205,,Trading,8.70,4.94,,-1.75,,2.00,41.36,,0.00,-27.20,0.00,3.53,0.00,0.00,-45.46,5.91,6.68,6.49,6.60,6.47,56.76,56.76,56.76,16.17
Kanungo Financi.,540515,,Finance & Investments,14.00,6.49,24.96,6.95,2.01,6.00,17.34,1.44,20.50,-7.64,0.00,0.00,0.00,0.00,28.31,17.27,13.36,12.81,13.33,12.80,0.00,14.19,5.82,3.85
Kapashi Commerc.,512399,,Finance & Investments,42.70,21.35,,10.04,4.25,7.00,17.34,,60.77,-12.77,0.00,0.00,0.00,0.00,98.61,30.57,49.56,36.55,49.84,36.49,-31.30,-30.00,-24.96,5.31
Kapil Cotex,512036,,Textiles - Processing,20.00,2.08,,27.50,0.73,3.00,16.32,,50.17,4.80,0.00,0.00,0.00,0.00,-207.00,2.07,46.65,89.81,47.74,90.51,-4.31,-4.31,-9.09,-40.62
Kapil Raj Financ,539679,,Finance & Investments,10.05,5.17,16.68,11.95,0.84,7.00,17.34,0.96,0.00,-3.89,0.00,0.00,0.00,0.00,11.44,5.15,9.82,9.13,9.81,9.12,0.50,-7.29,148.15,-4.81
Kapston Facilit.,,KAPSTON,Miscellaneous,89.10,90.38,9.59,48.46,1.84,3.00,26.63,0.36,72.86,,,,3.18,27.47,6.50,123.87,97.21,97.42,97.54,97.50,-15.14,-8.90,-2.09,2.96
Karda Construct.,541161,KARDA,Construction,129.25,794.89,84.56,17.40,7.43,7.00,33.90,2.49,62.72,-2.32,3.70,2.19,98.61,0.00,31.64,837.49,117.86,101.69,117.39,101.41,23.10,31.96,385.54,50.77
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,12.90,14.93,,20.18,0.64,6.00,18.60,,74.70,-0.01,0.00,0.00,0.95,0.00,21.01,86.56,13.95,13.38,13.99,13.38,-26.70,41.76,32.99,-23.58
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,62.60,1946.04,4.07,192.06,0.33,4.00,21.48,0.19,0.00,0.00,9.40,5.85,10039.14,0.00,15.58,74876.82,62.45,57.84,62.44,57.79,-7.46,41.63,59.69,-16.59
Karnavati Financ,538928,,Finance & Investments,16.80,16.88,,12.32,1.36,6.00,17.34,,58.64,0.71,0.00,0.00,1.20,0.00,-165.47,28.13,16.45,19.19,16.44,19.21,-10.88,17.89,-28.05,-18.03
Karur Vysya Bank,590003,KARURVYSYA,Banks - Private Sector,54.30,4340.26,12.81,82.57,0.66,7.00,21.48,0.60,2.13,0.05,19.62,24.25,10670.35,9.80,16.42,60206.97,54.38,47.52,54.38,47.45,2.36,55.14,106.07,-16.82
Karuturi Global,531687,KGL,Miscellaneous,0.20,29.95,1.49,8.70,0.02,8.00,26.63,0.06,24.47,-0.66,3.92,6.41,498.19,2.73,1.04,55.62,0.28,0.32,0.28,0.32,-33.33,0.00,0.00,-53.58
Katare Spinning,502933,,Textiles - Cotton/Blended,13.70,3.90,,9.44,1.45,3.00,13.05,,47.73,-3.66,0.00,0.28,0.00,0.00,-26.44,32.78,13.11,14.63,13.09,14.63,-8.05,-11.38,-6.16,0.27
Kaushalya Infra.,532925,KAUSHALYA,Construction,1.35,4.68,,12.32,0.11,3.00,33.90,,51.42,0.01,0.00,0.00,18.79,0.99,-256.55,28.22,1.58,1.53,1.59,1.53,-25.00,-3.57,237.50,-13.00
Kaveri Seed Co.,532899,KSCL,Miscellaneous,639.20,3856.24,11.50,210.61,3.03,8.00,26.63,0.43,55.52,0.73,14.38,12.48,6.39,0.00,10.28,3841.96,556.66,531.60,553.29,530.51,14.23,20.79,75.75,8.30
Kavveri Telecom,590041,KAVVERITEL,Telecommunications - Equipment,1.85,3.72,,7.89,0.23,4.00,31.42,,15.14,0.00,14.54,13.79,0.00,34.47,335.89,235.12,1.91,3.04,1.91,3.05,12.12,12.12,12.12,-40.43
Kay Power &Paper,530255,,Paper,3.00,3.19,,-0.49,,5.00,18.33,,44.83,0.16,0.00,0.00,0.00,0.00,77.44,20.91,2.26,2.50,2.23,2.49,9.49,31.58,147.93,-16.70
Kaya Ltd,539276,KAYA,Personal Care - Indian,264.85,346.00,,44.67,5.93,4.00,37.88,,59.38,-0.70,0.74,1.93,2.53,0.00,14.91,486.63,283.68,278.74,284.45,278.88,-21.21,21.10,102.48,-38.06
Kaycee Inds.,504084,,Electric Equipment,2911.00,18.34,24.45,1422.00,2.05,7.00,25.64,0.95,74.91,2.59,0.00,0.09,0.00,0.00,9.76,14.74,2858.09,2904.57,2855.94,2904.50,8.14,4.15,0.69,-6.00
KBS India,530357,,Finance & Investments,4.11,3.50,,29.34,0.14,7.00,17.34,,36.53,0.00,0.00,0.00,0.00,0.00,15.42,2.93,4.39,4.18,4.40,4.18,-12.92,32.58,2.75,0.99
KCD Industries,540696,,,43.00,8.60,172.00,16.60,2.59,5.00,17.37,9.90,48.71,-25.03,0.00,0.00,0.00,0.00,122.86,8.60,41.74,43.61,41.69,43.62,40.75,-46.25,-47.46,
KCL Infra,531784,,Construction,0.96,2.53,2.88,7.29,0.13,7.00,14.45,0.20,23.20,5.05,0.00,0.00,0.01,0.00,3.85,6.23,1.07,1.14,1.07,1.14,-32.87,1.05,37.14,-7.93
