NAME,MCAP,CMP,PE,Earning1,Earning2,Earning3,Earning4,DebtScore1,DebtScore2,DebtScore3,DebtScore4,DebtScore5,CashScore,IV-Max,IV-Avg,IV-Min,CAGR-Max,CAGR-Avg,CAGR-Min,ReturnMultiple-Max,ReturnMultiple-Avg,ReturnMultiple-Min
KAVVERI TELECOM PRODUCTS LTD,3.72,1.85,-0.20598006644518274,4.0,1.0,1.0,0.0,6.0,3.0,10.0,0.0,0.0,5.0,16.036332302035646,10.039908095422323,6.952892208142844,0.48030834094407937,0.410414936960924,0.35698214530429206,50.52680792968728,31.150784400201474,21.17099814138096
KAY POWER & PAPER LTD,3.19,3.0,-5.5,6.0,5.0,5.0,5.0,0.0,0.0,10.0,8.0,6.0,6.0,50.377790530859016,31.47861400912584,21.749139214006185,0.5818443138811533,0.5070519556100292,0.44983398781177164,98.09285553732373,60.43412642045459,41.03767663842087
KAYA LTD,346.0,264.85,-16.390336333491234,8.0,0.0,0.0,0.0,6.0,5.0,10.0,8.0,6.0,2.0,-4444.743134453371,-2774.7833108050654,-1915.0722014684013,,,,-98.12901637818098,-60.436938606394484,-41.02331231507404
KAYCEE INDUSTRIES LTD,18.34,2911.0,31.620689655172416,5.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,6.0,5.0,6345.827058286208,4049.21479080484,2866.8970773887536,0.28669828234356354,0.226802644830715,0.1813316828420204,12.438477131849782,7.722306519220284,5.293202601042801
KBS INDIA LTD,3.5,4.11,-87.5,7.0,2.0,3.0,2.0,10.0,10.0,0.0,8.0,6.0,4.0,217.0907705175861,135.59696698002813,93.64318626554488,0.7739863973192833,0.6900860239001392,0.6258913501095089,308.67599304187485,190.14639843749998,129.09671929687497
KCD INDUSTRIES INDIA LTD,8.6,43.0,171.99999999999997,5.0,2.0,4.0,2.0,7.0,7.0,10.0,8.0,6.0,3.0,7.132451190819566,4.452967941738285,3.0735446263413193,-0.0030600245885940014,-0.05022547430689439,-0.08631902515681755,0.9698177028343026,0.5973174055232561,0.40545794876453484
KCL INFRA PROJECTS LTD,2.53,0.96,2.874999999999999,5.0,7.0,7.0,7.0,10.0,10.0,0.0,8.0,6.0,3.0,6.510501005394574,4.070370805440714,2.8141687031977853,0.44463997601432736,0.37636227507784104,0.3241386212822426,39.59098297727273,24.396504446640318,16.570458621541494
KCP SUGAR & INDUSTRIES CORPORATION LTD,257.95,22.75,-42.495881383855,5.0,4.0,3.0,4.0,9.0,7.0,10.0,0.0,0.0,5.0,-66.60302057892733,-41.36425163032184,-28.371094702932776,,,,-17.215161149433044,-10.58337062657493,-7.167610327219426
KD LEISURES LTD,5.01,15.45,22.77272727272727,3.0,5.0,5.0,5.0,10.0,10.0,10.0,0.0,6.0,2.0,0.046257485029938976,0.04625748502993941,0.04625748502993963,-0.4005839701166384,-0.4005839701166367,-0.4005839701166358,0.005988023952095375,0.005988023952095542,0.0059880239520956275
KDDL LTD,385.94,303.0,-459.4523809523808,7.0,6.0,5.0,5.0,7.0,5.0,0.0,8.0,0.0,7.0,258.41717691326704,163.54247503299993,114.7000813140434,0.1725344489388223,0.11761010847612074,0.07578532663003168,4.9119745844083464,3.040207401490508,2.0761377417190756
KEERTHI INDUSTRIES LTD,97.52,121.6,5.0818134445023455,6.0,2.0,3.0,2.0,3.0,0.0,10.0,8.0,6.0,8.0,768.768732424891,480.764947988775,332.4978762278466,0.4344936601061724,0.3667086704604674,0.3148668942347199,36.896598619007634,22.738378746026456,15.446066785178676
KEERTI KNOWLEDGE & SKILLS LTD,24.5,24.05,-128.94736842105263,7.0,6.0,7.0,4.0,10.0,10.0,0.0,8.0,6.0,3.0,-101.43091169928461,-63.02899524010463,-43.25932549580521,,,,-24.78536954446428,-15.240239477040815,-10.32393878507653
KEI INDUSTRIES LTD,4685.06,521.4,19.13050224581462,7.0,8.0,9.0,9.0,2.0,1.0,0.0,8.0,6.0,7.0,-895.7512728111298,-554.7601405092672,-379.21468098751893,,,,-10.132660276968505,-6.223206423883847,-4.209608856605158
KELLTON TECH SOLUTIONS LTD,615.88,63.9,57.237918215613384,8.0,7.0,7.0,6.0,10.0,10.0,0.0,8.0,0.0,6.0,37.1978325359342,23.40868304420177,16.309898487548274,0.12931064696510242,0.0761890653177324,0.03565352135969935,3.3739156923507827,2.083942590277327,1.4195309364243032
KELTECH ENERGIES LTD,53.61,536.05,670.1250000000005,5.0,5.0,5.0,5.0,10.0,9.0,10.0,0.0,6.0,4.0,-321.67500653382467,-185.03410599442486,-114.69007824000164,,,,-3.8103156543847434,-2.286545551786088,-1.5017147577702663
KEMISTAR CORPORATION LTD,46.05,42.8,383.75,7.0,6.0,5.0,4.0,10.0,10.0,10.0,8.0,6.0,4.0,-57.621835513866934,-35.95555141771265,-24.8015434758839,,,,-7.876195496858035,-4.85008558971227,-3.291461859561617
KEMP & CO LTD,40.07,371.0,91.06818181818181,5.0,5.0,4.0,5.0,10.0,10.0,10.0,0.0,6.0,2.0,-858.6618675443511,-533.6666956237143,-366.35610777343254,,,,-13.598909708174757,-8.362338271306465,-5.6651974679077215
KENNAMETAL INDIA LTD,2264.75,1030.45,94.75941422594143,7.0,5.0,4.0,5.0,10.0,10.0,10.0,8.0,6.0,6.0,-1106.9179255438908,-687.529786092986,-471.62480592269077,,,,-6.3159481003753175,-3.882997709460206,-2.6298858497074726
KERALA AYURVEDA LTD,55.02,52.1,-17.14018691588785,8.0,6.0,6.0,6.0,0.0,0.0,10.0,8.0,0.0,5.0,132.6010321212857,83.12409633604166,57.652901910786355,0.3093887707666543,0.24762251909027477,0.20042454005947752,14.81447008045371,9.137598046733013,6.213676663741595
KERNEX MICROSYSTEMS (INDIA) LTD,50.75,40.6,-11.129385964912279,5.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,5.0,13.116345333717538,10.115324094746644,8.570369981502116,0.034442226184285385,-0.003954342490462226,-0.03050844794741603,1.4030152849383701,0.9611528633004593,0.733567852524608
KESAR ENTERPRISES LTD,70.86,70.3,9.693570451436393,7.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,6.0,4153.470168817087,2594.904457072441,1792.540089952035,0.7939270547221058,0.7090977973856094,0.6441978269764779,345.1817262826038,212.65183995069498,144.3911910881711
KESAR PETROPRODUCTS LTD,48.63,5.03,-23.7219512195122,4.0,5.0,5.0,5.0,10.0,6.0,0.0,8.0,6.0,4.0,193.13020137243694,120.73864155257364,83.47078198013106,0.7181303339487246,0.6369235698127025,0.5748096466396067,224.16151575475521,138.12873065751586,93.81681055611246
KESAR TERMINALS & INFRASTRUCTURE LTD,42.07,38.5,3.7697132616487457,6.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,6.0,8.0,-2418.648246016209,-1509.407291244768,-1041.321449411062,,,,-367.4728162840801,-226.29635466187312,-153.5822134129129
KESORAM INDUSTRIES LTD,1289.65,78.25,-4.084143522183868,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,8795.837052769379,5491.572182003992,3790.5053794614796,0.9132437373095663,0.8227290584534741,0.7534628327812896,657.2082463377735,404.78198217236746,274.767680803991
KEWAL KIRAN CLOTHING LTD,1064.76,863.55,39.49406528189911,7.0,6.0,8.0,6.0,10.0,10.0,0.0,0.0,0.0,8.0,2453.9626679565076,1544.2881457835335,1075.979099351451,0.32333462406682245,0.26108646867987173,0.2135867413357435,16.470119733533252,10.172990942501121,6.9296010238662875
KEY CORP LTD,8.37,13.95,1.7257731958762885,5.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,6.0,6.0,10.093268254426087,6.520623922317713,4.681392835121761,0.15067883003846894,0.09763686595949617,0.057558880155819114,4.069501669952212,2.5385566009557956,1.7500302792712068
KEYNOTE FINANCIAL SERVICES LTD,39.56,56.35,14.43795620437956,4.0,3.0,2.0,3.0,10.0,10.0,0.0,8.0,6.0,4.0,-102.23581921560256,-60.63372609541911,-39.21657514328194,,,,-11.188411459010048,-6.775092719129172,-4.50197524231389
KG PETROCHEM LTD,159.99,306.5,6.456416464891041,9.0,8.0,8.0,8.0,0.0,0.0,10.0,8.0,6.0,5.0,1488.3879366178924,929.3818114516474,641.6001719252861,0.3973756960687742,0.331272855819279,0.280690182194129,28.387807719621126,17.485206668190187,11.869728962308175
KHADIM INDIA LTD,260.29,144.85,-4.047426527756181,5.0,2.0,2.0,2.0,4.0,3.0,10.0,8.0,6.0,3.0,-5123.986368165739,-3198.2072508162446,-2206.7979499044714,,,,-206.88632378520705,-127.41105481206053,-86.4766393471284
KHAITAN (INDIA) LTD,7.1,14.95,-1.362763915547025,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,491.2046832957763,306.71093983632244,211.7318160220213,0.6917959514665504,0.611764082652718,0.5505221861055025,192.07896788103028,118.30816956426077,80.31189038842439
KHAITAN CHEMICALS & FERTILIZERS LTD,249.26,25.7,8.378487394957983,5.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,6.0,7.0,90.50746513928628,56.60930385059009,39.15820985821413,0.35294539402777136,0.28902086730854193,0.2401342340438335,20.549567447340376,12.664833359870215,8.603733785912551
KHANDWALA SECURITIES LTD,17.67,14.8,-6.072164948453609,3.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,5.0,-212.93718449312323,-131.6944031955689,-89.86985110405347,,,,-84.98518597803478,-52.17058706494058,-35.26914788041169
KHEMANI DISTRIBUTORS & MARKETING LTD,85.0,37.0,23.809523809523814,3.0,2.0,2.0,2.0,7.0,7.0,10.0,8.0,0.0,3.0,-100.82485361130024,-62.9180464698857,-43.40326368441689,,,,-15.940708702481611,-9.816365579044117,-6.661970392922792
KHFM HOSPITALITY & FACILITY MGT. SERVICES LTD,35.36,36.45,,5.0,5.0,6.0,3.0,1.0,0.0,10.0,8.0,0.0,4.0,-200.69368258397543,-123.90784629645985,-84.37777164360642,,,,-32.583147114483175,-19.99019305889423,-13.504084614058963
KHODAY INDIA LTD,232.26,69.0,-21.605581395348835,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,-771.3952119996577,-479.6527158987712,-329.4609200173619,,,,-65.6545340903177,-40.379332008713305,-27.36112349760909
KHOOBSURAT LTD,2.66,0.2,266.00000000000006,2.0,6.0,6.0,4.0,10.0,10.0,10.0,8.0,6.0,5.0,0.05776279090841774,0.03761630031382166,0.02724469643865652,0.04871723686651919,6.920081381391885E-4,-0.035481919422458486,1.6091038053336455,1.0069416705827061,0.6967929246945482
KHYATI MULTIMEDIA ENTERTAINMENT LTD,0.54,0.5,-6.0,1.0,0.0,0.0,0.0,10.0,6.0,0.0,8.0,6.0,4.0,-13.203613316332524,-8.241607299515339,-5.68711967840985,,,,-154.4339304513889,-95.10980902777779,-64.55441406249997
KIC METALIKS LTD,174.64,49.2,-33.075757575757564,4.0,3.0,4.0,3.0,3.0,1.0,10.0,8.0,6.0,5.0,-139.51128172998042,-86.7458370881432,-59.58168720543931,,,,-16.653006581591082,-10.241965905756148,-6.9399046988179345
KIDUJA INDIA LTD,3.8,22.15,-31.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,2.0,-299.3085699768168,-186.85488877590032,-128.96267026550356,,,,-79.01198968355266,-48.66301809210526,-33.03152129934209
KIFS FINANCIAL SERVICES LTD,43.23,39.95,15.9520295202952,4.0,5.0,5.0,5.0,6.0,4.0,0.0,0.0,6.0,7.0,124.58484863202162,78.5278600154399,54.81728673364433,0.3354533460238984,0.2727094979890674,0.22485952892174943,18.04210499021224,11.150461738086978,7.600862073140757
KILBURN ENGINEERING LTD,65.16,23.1,-32.25742574257426,5.0,4.0,4.0,4.0,6.0,6.0,0.0,8.0,6.0,6.0,245.72927404108373,153.87308470252802,106.58464978487494,0.5108955003101208,0.4395675155027152,0.3850416535902377,61.993231893114064,38.222613626553866,25.979353848339663
KILITCH DRUGS (INDIA) LTD,207.63,134.0,43.166320166320155,6.0,3.0,3.0,3.0,10.0,9.0,10.0,0.0,0.0,4.0,290.41476716727726,181.64294944726342,125.64618907470233,0.2888338131329138,0.22793809804986975,0.1813676284067971,12.646466988662226,7.79407786311588,5.294813437477423
KILPEST INDIA LTD,314.33,418.65,157.165,3.0,4.0,4.0,4.0,10.0,6.0,0.0,0.0,6.0,7.0,93.55531136753979,58.58154656674698,40.57672171480411,0.026769934235204573,-0.02170400592630395,-0.058759764508061196,1.3023611490292848,0.8029763455206312,0.5457639411108548
KIMIA BIOSCIENCES LTD,205.34,43.4,39.26195028680689,7.0,3.0,3.0,3.0,2.0,2.0,10.0,0.0,6.0,4.0,-109.21178860384605,-68.1530857537718,-47.01567725130496,,,,-14.720155296512791,-9.064804771202637,-6.151968224765935
KINETIC ENGINEERING LTD,69.59,39.3,-8.69875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,191.5650130832364,119.6879423083768,82.68494656161312,0.397812585403428,0.33171696186720556,0.2811504498969801,28.47668713951808,17.543624095146576,11.912456679861506
KINETIC TRUST LTD,1.79,5.34,5.1593237331156403E17,5.0,6.0,3.0,6.0,10.0,10.0,10.0,8.0,6.0,2.0,-21.277815284344392,-13.284273077587951,-9.169121957912092,,,,-23.297296771997203,-14.3489656075419,-9.740051283170386
KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,783.24,646.75,180.47004608294932,9.0,3.0,3.0,3.0,5.0,5.0,10.0,8.0,6.0,3.0,-2130.2350978292825,-1326.4165505193544,-912.6031609831404,,,,-19.31407381122926,-11.884470631407691,-8.05779011516865
KINGS INFRA VENTURES LTD,53.84,22.9,-1794.6666666666654,6.0,4.0,5.0,3.0,7.0,5.0,10.0,8.0,6.0,3.0,35.199151826324446,21.978907950285244,15.173001384496803,0.24553157328488484,0.18661131856335023,0.1415246918808304,8.985606801146913,5.534582501393016,3.7571029874396342
KINTECH RENEWABLES LTD,12.5,125.0,34.72222222222223,6.0,2.0,2.0,2.0,10.0,10.0,10.0,8.0,6.0,3.0,-270.82785239606073,-152.93058943648447,-92.23596355901805,,,,-13.991160750099999,-8.352996249999999,-5.4490115124999985
KIOCL LTD,10185.91,167.6,76.24184131736529,6.0,5.0,5.0,5.0,10.0,10.0,10.0,8.0,6.0,0.0,-156.88867203396066,-93.22048343071253,-60.4434978539135,,,,-5.76207732254749,-3.4912060688336886,-2.3215744517541563
KIRAN PRINT PACK LTD,1.72,3.43,-5.733333333333333,4.0,1.0,0.0,1.0,10.0,10.0,0.0,0.0,6.0,5.0,-3.3860889731421184,-1.248733730270306,-0.14840303915133146,,,,-8.355153772529073,-4.630150799418606,-2.7115562318313944
KIRAN SYNTEX LTD,1.86,4.38,-26.571428571428577,3.0,2.0,2.0,2.0,10.0,10.0,10.0,8.0,0.0,1.0,-1.6560288288058962,-1.0250537411190153,-0.7002217991061815,,,,-2.231298990423386,-1.3701423891129034,-0.9265963331653222
KIRAN VYAPAR LTD,281.71,103.25,8.232320280537698,8.0,6.0,6.0,3.0,10.0,10.0,10.0,0.0,6.0,6.0,-1234.4283891556431,-770.6005745435691,-531.8176293525922,,,,-69.91129439881993,-43.0571845409508,-29.2257461065069
KIRI INDUSTRIES LTD,1463.84,435.4,-24.92066734763364,5.0,3.0,3.0,3.0,4.0,3.0,0.0,8.0,6.0,5.0,315.62737768472385,197.435668832531,136.58945942509206,0.15512383911585137,0.10055036078985702,0.058816628111556524,4.229465316704067,2.6067489365513037,1.7709550179504379
KIRLOSKAR BROTHERS LTD,1917.33,241.45,27.787391304347825,5.0,6.0,5.0,6.0,10.0,10.0,10.0,0.0,6.0,9.0,1113.0353102567915,699.5507813320507,486.68503568863923,0.38912356931663994,0.3237200873203663,0.2737896905036892,26.755236897813955,16.5181571223068,11.245461828631807
KIRLOSKAR ELECTRIC COMPANY LTD,94.64,14.25,-2.07908611599297,4.0,1.0,1.0,1.0,4.0,0.0,10.0,0.0,0.0,8.0,506.4408473593555,316.4959491158918,218.71051926945574,0.7049688249368391,0.6243632926291696,0.5627012967546063,207.56992290002924,127.88855118739446,86.84798074776789
KIRLOSKAR FERROUS INDUSTRIES LTD,3344.51,241.7,11.070504121015524,8.0,9.0,8.0,9.0,10.0,10.0,0.0,8.0,0.0,5.0,171.14022294401826,107.06472865004255,74.0780582519347,0.1523985522378739,0.09795773907359995,0.0563269474861523,4.130732199430843,2.545987354790017,1.7297509995742097
KIRLOSKAR PNEUMATIC COMPANY LTD,2282.83,355.05,35.76421745260849,6.0,4.0,5.0,5.0,10.0,10.0,10.0,8.0,6.0,6.0,580.8044860443935,364.14045968582894,252.59977001394506,0.2527523831396248,0.19366358402198647,0.14851375525915933,9.52033818517052,5.872451616045106,3.9935765103819865
KIRLOSKAR INDUSTRIES LTD,1408.44,1450.5,37.91224764468372,5.0,6.0,7.0,6.0,10.0,10.0,10.0,8.0,0.0,0.0,-2776.8203636672624,-1727.3824400092096,-1187.1218728076624,,,,-11.237249661099558,-6.912280111883535,-4.684667639623669
KIRLOSKAR OIL ENGINES LTD,2718.74,188.0,18.92745753272069,5.0,5.0,3.0,5.0,10.0,10.0,10.0,0.0,0.0,9.0,812.2625576000538,507.33836124201446,350.3605014143108,0.3810995833406745,0.3157799322127668,0.2658016207014906,25.249334884115324,15.553659391333396,10.55981899340032
KISAN MOULDINGS LTD,52.28,15.44,-1.0853228150301015,6.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,6.0,6.0,848.7850910709649,530.4292694285131,366.53668188704347,0.7809886943575306,0.6967878371374738,0.6323749595710257,321.07879608952425,197.8223807652306,134.33811227778912
KITEX GARMENTS LTD,648.38,97.5,9.34265129682997,9.0,7.0,7.0,7.0,8.0,5.0,10.0,8.0,6.0,7.0,508.2442363295117,320.3192212631585,223.57364637750254,0.4058727546372418,0.3398149854860302,0.28943571011620217,30.16200066917934,18.640103074200315,12.70565139896742
KJMC CORPORATE ADVISORS (INDIA) LTD,4.73,12.05,-5.698795180722891,4.0,4.0,3.0,4.0,10.0,10.0,0.0,8.0,6.0,2.0,-314.93782132432875,-195.47988683172522,-133.98181249042827,,,,-153.78389458410408,-94.5224836482558,-63.99938825482292
KJMC FINANCIAL SERVICES LTD,5.46,11.4,-3.2117647058823526,5.0,3.0,3.0,3.0,10.0,7.0,10.0,0.0,0.0,2.0,-217.59178534572888,-133.114450822496,-89.62472014256315,,,,-114.05359605317078,-69.7560790121337,-46.94026485948946
KKALPANA INDUSTRIES (INDIA) LTD,266.7,28.35,10.179389312977099,7.0,5.0,4.0,5.0,4.0,2.0,0.0,8.0,6.0,6.0,609.6925861668275,380.9480549538207,263.18820714250893,0.6214744388498887,0.5448055640388711,0.48615097230879467,125.63222976110917,77.39951691097208,52.55684657694153
KKALPANA PLASTICK LTD,1.7,3.07,18.88888888888889,2.0,1.0,2.0,1.0,10.0,10.0,10.0,8.0,6.0,2.0,-56.628470991523905,-35.337612327647484,-24.37687694859914,,,,-107.90559375073528,-66.44850183823529,-45.0956728860294
KKV AGRO POWERS LTD,17.01,375.0,,7.0,6.0,5.0,5.0,5.0,5.0,10.0,8.0,6.0,4.0,7099.36195916663,4447.051600177445,3081.617145562725,0.6004884780315143,0.5249493650993329,0.4672113753956637,110.2873038719687,68.00709669863315,46.230315207506585
KLG CAPITAL SERVICES LTD,3.49,10.9,-26.846153846153847,5.0,4.0,3.0,4.0,9.0,7.0,10.0,0.0,6.0,5.0,6.69845713294555,4.187881137388019,2.895412873391437,0.13626633365295793,0.08256322824160334,0.04148726425505944,3.587578328527937,2.2107147654011463,1.5015494381267902
KLK ELECTRICAL LTD,4.37,16.5,-218.49999999999994,0.0,0.0,0.0,0.0,10.0,9.0,10.0,8.0,6.0,0.0,-26.911428981355332,-16.794386965373384,-11.5860380628448,,,,-9.540540325371854,-5.875205592105265,-3.9873436606121273
KM SUGAR MILLS LTD,166.06,18.05,6.016666666666667,6.0,4.0,4.0,4.0,2.0,0.0,0.0,8.0,6.0,4.0,-148.37401013914243,-92.54173417730752,-63.798750529307725,,,,-48.113960654181845,-29.62331148662382,-20.09954484801239
KMC SPECIALITY HOSPITALS (INDIA) LTD,692.36,42.45,67.08914728682171,9.0,6.0,6.0,6.0,6.0,4.0,0.0,8.0,0.0,6.0,10.101887657182004,6.421913320295967,4.5274277316648055,0.031500516493067954,-0.016653460201231374,-0.05326159849514078,1.3636235648651045,0.8454071942342167,0.5784954304841432
KMF BUILDERS & DEVELOPERS LTD,3.84,3.15,14.22222222222222,4.0,4.0,4.0,4.0,10.0,10.0,10.0,8.0,0.0,5.0,-49.272755373487975,-30.58963975001108,-20.97139514851272,,,,-92.01780478800458,-56.56237284342449,-38.30075007120767
KMG MILK FOOD LTD,10.61,20.0,4.889400921658985,6.0,1.0,1.0,1.0,5.0,5.0,10.0,8.0,0.0,5.0,-158.63887662897426,-99.03868371821254,-68.3559407932659,,,,-46.37846394138785,-28.56445349316683,-19.38919540086003
KNR CONSTRUCTIONS LTD,5612.04,199.55,23.941128791433815,8.0,5.0,7.0,5.0,10.0,10.0,10.0,8.0,0.0,7.0,456.5312238656882,285.2446207238136,197.06465763949086,0.29597629827323835,0.23469729745669676,0.18781623874347364,13.365050043243969,8.233888383001098,5.591039784538575
KOBO BIOTECH LTD,15.51,6.51,-0.7442418426103645,3.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,6.0,9.0,433.5147646759305,270.6643761665837,186.8274561528946,0.8156513950030211,0.7297548500340072,0.6640230589755272,389.33610218745997,239.79800733397826,162.77713553755655
KOHINOOR FOODS LTD,27.43,7.4,-0.24780919685608463,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,-180.6234427434517,-112.7464565802502,-77.80274221872143,,,,-142.74199557907625,-87.90989749475936,-59.668157481828715
KOKUYO CAMLIN LTD,556.69,55.5,-27.84842421210606,7.0,3.0,3.0,3.0,10.0,7.0,10.0,0.0,6.0,1.0,226.60589624225594,141.57686166442508,97.80311057918495,0.3732697143738364,0.30833319610801424,0.25865292246882055,23.853846695508807,14.695474317225457,9.978376473342982
KOLTE PATIL DEVELOPERS LTD,1799.78,236.8,-67.23122898767276,6.0,4.0,5.0,4.0,10.0,10.0,0.0,0.0,6.0,5.0,1000.1786117353131,625.107054236294,432.0166695384995,0.3778772946119593,0.3127396353377647,0.2629118579945222,24.66638107099357,15.19798390506409,10.321205148793357
KOME-ON COMMUNICATION LTD,1.17,0.78,-1.1359223300970873,5.0,0.0,4.0,0.0,10.0,10.0,10.0,0.0,6.0,3.0,7.135784524152895,4.456301275071616,3.076877959674653,0.4887210811318812,0.41830349571852166,0.36442155123303754,53.47285626736112,32.93758346688034,22.36071597889957
KONARK SYNTHETIC LTD,3.45,5.93,-0.653409090909091,5.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,6.0,7.0,675.5170058910842,426.81436066766173,298.7798870281209,0.9132655282792941,0.8235344921493815,0.7551636032009965,657.283103182971,406.5742074275362,277.4444513134057
KONNDOR INDUSTRIES LTD,1.93,3.5,19.3,4.0,2.0,4.0,2.0,10.0,10.0,10.0,8.0,6.0,5.0,-5.164731433755127,-3.221064828203938,-2.220446879211322,,,,-8.637753621113996,-5.31806185233161,-3.608226279145081
KOPRAN LTD,822.88,190.25,41.89816700610998,6.0,5.0,6.0,5.0,9.0,6.0,10.0,8.0,6.0,7.0,84.39806463351866,52.74176813361935,36.44480733490833,0.09988613220002995,0.047885517393885024,0.008105281021768107,2.591058767302416,1.5963877298710014,1.0840739242906767
KORE FOODS LTD,2.46,2.11,-8.2,5.0,0.0,0.0,0.0,4.0,4.0,10.0,8.0,6.0,0.0,-7.336917241932976,-4.579010092878587,-3.1592134121529325,,,,-20.338452628556897,-12.525031758130073,-8.500662665142267
KOTAK MAHINDRA BANK LTD,352934.45,1780.35,50.67373406998582,9.0,10.0,10.0,9.0,1.0,1.0,0.0,8.0,0.0,5.0,-1322.2926320794568,-825.5404127861932,-569.8076727127999,,,,-4.342521163853467,-2.6745887061477536,-1.8155058609642971
KOTHARI FERMENTATION & BIOCHEM LTD,78.08,52.05,18.679425837320576,9.0,7.0,7.0,7.0,10.0,9.0,0.0,0.0,6.0,3.0,-426.30994656825766,-266.08710910172545,-183.60287721254582,,,,-47.901304579946,-29.500037971871766,-20.022308583243923
KOTHARI PETROCHEMICALS LTD,170.65,29.0,8.662436548223349,5.0,7.0,7.0,7.0,10.0,10.0,0.0,8.0,6.0,6.0,274.0250571120895,171.16210538014465,118.20728509595449,0.4935116143707381,0.4228772613264997,0.36883320208227865,55.21868280118118,34.015306662943175,23.09432684977477
KOTHARI PRODUCTS LTD,219.8,73.65,-17.025561580170415,4.0,5.0,6.0,5.0,10.0,8.0,0.0,8.0,0.0,6.0,1783.5491525511086,1115.2912112146819,771.2657035744651,0.6406931718017657,0.563160168783243,0.5038614833699289,141.3428052658852,87.10333863526502,59.1668385096181
KOTHARI SUGARS & CHEMICALS LTD,272.29,32.85,10.267345399698343,7.0,6.0,5.0,6.0,3.0,1.0,10.0,0.0,6.0,6.0,85.48339985570303,53.383477875757436,36.858134484735096,0.312846993019394,0.250747588577487,0.20323022625218212,15.21041760377608,9.369075580607994,6.360442526092355
KOTIA ENTERPRISES LTD,9.32,13.27,44.38095238095239,5.0,2.0,2.0,2.0,5.0,5.0,10.0,8.0,0.0,2.0,3130.574154600796,1956.6675308346546,1352.3292997682101,1.0602242196975658,0.9628319519961042,0.8883316460713975,1377.6689922715595,848.8504639719688,576.4779684440381
KOVAI MEDICAL CENTER & HOSPITAL LTD,1480.89,1353.65,17.564820306013523,9.0,7.0,7.0,7.0,3.0,1.0,10.0,8.0,0.0,5.0,-8536.643056189727,-5310.234762929194,-3649.2492627437796,,,,-37.0191148414642,-22.77101431349982,-15.43240855433113
KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD,30.34,54.75,6.742222222222222,5.0,2.0,4.0,2.0,1.0,0.0,10.0,8.0,6.0,5.0,2627.175841151398,1640.2998167684877,1132.2467069359066,0.7571139461865763,0.673987687357503,0.6103761998522701,280.5428841590206,172.791586885094,117.2933617581472
KPIT TECHNOLOGIES LTD,5550.04,202.45,51.44165353600889,2.0,2.0,2.0,2.0,3.0,3.0,10.0,8.0,6.0,2.0,1029.6991886913263,644.8866983189189,446.78158926191236,0.40340102875974204,0.3371551672840549,0.2865170925061784,29.63588531733898,18.273345662964818,12.420972654877541
KPT INDUSTRIES LTD,37.06,109.0,18.437810945273633,6.0,4.0,3.0,4.0,0.0,0.0,10.0,0.0,6.0,9.0,1242.057706642218,777.0885545957606,537.7180381004052,0.5214683005093539,0.44959624616133076,0.3946373752057335,66.47052110336277,40.97043329229626,27.836395467232173
KRANTI INDUSTRIES LTD,16.28,18.5,-70.78260869565217,3.0,2.0,1.0,2.0,1.0,0.0,0.0,8.0,6.0,4.0,-431.9655096257757,-269.6740810166483,-186.1249188454458,,,,-136.5273460151067,-84.08671755029177,-57.07672437183275
KRBL LTD,4852.56,206.15,8.484831529436452,8.0,9.0,9.0,9.0,5.0,4.0,10.0,8.0,6.0,6.0,3304.191826862011,2063.300368411558,1424.4777110016275,0.5746016896448558,0.5001175252382082,0.4431222603802989,93.6929970357464,57.71023564510921,39.177007341880156
KREBS BIOCHEMICALS & INDUSTRIES LTD,270.05,125.25,-9.809298946603704,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,-1497.5158328976963,-934.921835956013,-645.2931261106298,,,,-69.90704826936793,-43.05599091892705,-29.2261247044818
KREON FINNANCIAL SERVICES LTD,6.5,6.46,-2.8888888888888893,5.0,2.0,1.0,0.0,9.0,9.0,10.0,0.0,0.0,3.0,-276.1059620023201,-172.24919126792963,-118.78274356314338,,,,-250.1052750235577,-154.00019831730765,-104.50045847355767
